system_slug,system_name,system_description,source_short_title,source_full_title,source_edition,source_year,source_citation,source_url,subject_system_slug,object_system_slug,subject_name,subject_kind,subject_description,object_name,object_kind,object_description,subject_aliases,object_aliases,relation_slug,relation_label,source_locator,note,confidence,variant_group,is_editorial
golden_dawn_777_starter,Golden Dawn / Crowley 777 Starter,"Starter dataset grounded in Golden Dawn style Tree of Life correspondences, Hermetic Library summaries, and a small number of clearly marked editorial rollups for practical planet lookups.",JWMT Tree,The Tree of Life: Filing Cabinet of the Western Mystery Tradition and Methods to Recall the Information,Hermetic Library web text,,"Samuel Scarborough, ""The Tree of Life: Filing Cabinet of the Western Mystery Tradition and Methods to Recall the Information,"" Journal of the Western Mystery Tradition / Hermetic Library.",https://hermetic.com/jwmt/v1n3/treeoflife,,,Chesed,sephirah,"Chesed, sephirah 4 on the Tree of Life in a Golden Dawn / 777-style scheme.",Jupiter,deity,,Chesed|Hesed|Gedulah|חסד|חֶסֶד,,roman_deity_of,Roman Deity,Pantheon chart,,0.85,pantheons,
golden_dawn_777_starter,Golden Dawn / Crowley 777 Starter,"Starter dataset grounded in Golden Dawn style Tree of Life correspondences, Hermetic Library summaries, and a small number of clearly marked editorial rollups for practical planet lookups.",JWMT Tree,The Tree of Life: Filing Cabinet of the Western Mystery Tradition and Methods to Recall the Information,Hermetic Library web text,,"Samuel Scarborough, ""The Tree of Life: Filing Cabinet of the Western Mystery Tradition and Methods to Recall the Information,"" Journal of the Western Mystery Tradition / Hermetic Library.",https://hermetic.com/jwmt/v1n3/treeoflife,,,Geburah,sephirah,"Geburah, sephirah 5 on the Tree of Life in a Golden Dawn / 777-style scheme.",Severity,concept,,Geburah|Gevurah|Din|Pachad|גבורה,,meaning_of,Meaning,Geburah Correspondences,,0.95,sephiroth,
golden_dawn_777_starter,Golden Dawn / Crowley 777 Starter,"Starter dataset grounded in Golden Dawn style Tree of Life correspondences, Hermetic Library summaries, and a small number of clearly marked editorial rollups for practical planet lookups.",JWMT Tree,The Tree of Life: Filing Cabinet of the Western Mystery Tradition and Methods to Recall the Information,Hermetic Library web text,,"Samuel Scarborough, ""The Tree of Life: Filing Cabinet of the Western Mystery Tradition and Methods to Recall the Information,"" Journal of the Western Mystery Tradition / Hermetic Library.",https://hermetic.com/jwmt/v1n3/treeoflife,,,Geburah,sephirah,"Geburah, sephirah 5 on the Tree of Life in a Golden Dawn / 777-style scheme.",5,number,,Geburah|Gevurah|Din|Pachad|גבורה,,number_of,Number,Geburah Correspondences,,0.95,sephiroth,
golden_dawn_777_starter,Golden Dawn / Crowley 777 Starter,"Starter dataset grounded in Golden Dawn style Tree of Life correspondences, Hermetic Library summaries, and a small number of clearly marked editorial rollups for practical planet lookups.",JWMT Tree,The Tree of Life: Filing Cabinet of the Western Mystery Tradition and Methods to Recall the Information,Hermetic Library web text,,"Samuel Scarborough, ""The Tree of Life: Filing Cabinet of the Western Mystery Tradition and Methods to Recall the Information,"" Journal of the Western Mystery Tradition / Hermetic Library.",https://hermetic.com/jwmt/v1n3/treeoflife,,,Geburah,sephirah,"Geburah, sephirah 5 on the Tree of Life in a Golden Dawn / 777-style scheme.",Scarlet,color,Golden Dawn Queen Scale color.,Geburah|Gevurah|Din|Pachad|גבורה,,color_of,Color,Geburah Correspondences,,0.95,sephiroth,
golden_dawn_777_starter,Golden Dawn / Crowley 777 Starter,"Starter dataset grounded in Golden Dawn style Tree of Life correspondences, Hermetic Library summaries, and a small number of clearly marked editorial rollups for practical planet lookups.",JWMT Tree,The Tree of Life: Filing Cabinet of the Western Mystery Tradition and Methods to Recall the Information,Hermetic Library web text,,"Samuel Scarborough, ""The Tree of Life: Filing Cabinet of the Western Mystery Tradition and Methods to Recall the Information,"" Journal of the Western Mystery Tradition / Hermetic Library.",https://hermetic.com/jwmt/v1n3/treeoflife,,,Geburah,sephirah,"Geburah, sephirah 5 on the Tree of Life in a Golden Dawn / 777-style scheme.",Elohim Gibor,divine_name,,Geburah|Gevurah|Din|Pachad|גבורה,,divine_name_of,Divine Name,Geburah Correspondences,,0.95,sephiroth,
golden_dawn_777_starter,Golden Dawn / Crowley 777 Starter,"Starter dataset grounded in Golden Dawn style Tree of Life correspondences, Hermetic Library summaries, and a small number of clearly marked editorial rollups for practical planet lookups.",JWMT Tree,The Tree of Life: Filing Cabinet of the Western Mystery Tradition and Methods to Recall the Information,Hermetic Library web text,,"Samuel Scarborough, ""The Tree of Life: Filing Cabinet of the Western Mystery Tradition and Methods to Recall the Information,"" Journal of the Western Mystery Tradition / Hermetic Library.",https://hermetic.com/jwmt/v1n3/treeoflife,,,Geburah,sephirah,"Geburah, sephirah 5 on the Tree of Life in a Golden Dawn / 777-style scheme.",Kamael,angel,,Geburah|Gevurah|Din|Pachad|גבורה,,archangel_of,Archangel,Geburah Correspondences,,0.95,sephiroth,
golden_dawn_777_starter,Golden Dawn / Crowley 777 Starter,"Starter dataset grounded in Golden Dawn style Tree of Life correspondences, Hermetic Library summaries, and a small number of clearly marked editorial rollups for practical planet lookups.",JWMT Tree,The Tree of Life: Filing Cabinet of the Western Mystery Tradition and Methods to Recall the Information,Hermetic Library web text,,"Samuel Scarborough, ""The Tree of Life: Filing Cabinet of the Western Mystery Tradition and Methods to Recall the Information,"" Journal of the Western Mystery Tradition / Hermetic Library.",https://hermetic.com/jwmt/v1n3/treeoflife,,,Geburah,sephirah,"Geburah, sephirah 5 on the Tree of Life in a Golden Dawn / 777-style scheme.",Seraphim,angelic_order,,Geburah|Gevurah|Din|Pachad|גבורה,,angelic_choir_of,Angelic Choir,Geburah Correspondences,,0.95,sephiroth,
golden_dawn_777_starter,Golden Dawn / Crowley 777 Starter,"Starter dataset grounded in Golden Dawn style Tree of Life correspondences, Hermetic Library summaries, and a small number of clearly marked editorial rollups for practical planet lookups.",JWMT Tree,The Tree of Life: Filing Cabinet of the Western Mystery Tradition and Methods to Recall the Information,Hermetic Library web text,,"Samuel Scarborough, ""The Tree of Life: Filing Cabinet of the Western Mystery Tradition and Methods to Recall the Information,"" Journal of the Western Mystery Tradition / Hermetic Library.",https://hermetic.com/jwmt/v1n3/treeoflife,,,Geburah,sephirah,"Geburah, sephirah 5 on the Tree of Life in a Golden Dawn / 777-style scheme.",Powers,translation,,Geburah|Gevurah|Din|Pachad|גבורה,,angelic_choir_translation_of,Angelic Choir Translation,Geburah Correspondences,,0.9,sephiroth,
golden_dawn_777_starter,Golden Dawn / Crowley 777 Starter,"Starter dataset grounded in Golden Dawn style Tree of Life correspondences, Hermetic Library summaries, and a small number of clearly marked editorial rollups for practical planet lookups.",JWMT Tree,The Tree of Life: Filing Cabinet of the Western Mystery Tradition and Methods to Recall the Information,Hermetic Library web text,,"Samuel Scarborough, ""The Tree of Life: Filing Cabinet of the Western Mystery Tradition and Methods to Recall the Information,"" Journal of the Western Mystery Tradition / Hermetic Library.",https://hermetic.com/jwmt/v1n3/treeoflife,,,Geburah,sephirah,"Geburah, sephirah 5 on the Tree of Life in a Golden Dawn / 777-style scheme.",Tobacco,perfume,,Geburah|Gevurah|Din|Pachad|גבורה,,perfume_of,Perfume,Geburah Correspondences,Listed as scent in the source page.,0.9,sephiroth,
golden_dawn_777_starter,Golden Dawn / Crowley 777 Starter,"Starter dataset grounded in Golden Dawn style Tree of Life correspondences, Hermetic Library summaries, and a small number of clearly marked editorial rollups for practical planet lookups.",JWMT Tree,The Tree of Life: Filing Cabinet of the Western Mystery Tradition and Methods to Recall the Information,Hermetic Library web text,,"Samuel Scarborough, ""The Tree of Life: Filing Cabinet of the Western Mystery Tradition and Methods to Recall the Information,"" Journal of the Western Mystery Tradition / Hermetic Library.",https://hermetic.com/jwmt/v1n3/treeoflife,,,Geburah,sephirah,"Geburah, sephirah 5 on the Tree of Life in a Golden Dawn / 777-style scheme.",Mars,planet,,Geburah|Gevurah|Din|Pachad|גבורה,,planetary_attribution,Planet,Geburah Correspondences,,0.95,sephiroth,
golden_dawn_777_starter,Golden Dawn / Crowley 777 Starter,"Starter dataset grounded in Golden Dawn style Tree of Life correspondences, Hermetic Library summaries, and a small number of clearly marked editorial rollups for practical planet lookups.",JWMT Tree,The Tree of Life: Filing Cabinet of the Western Mystery Tradition and Methods to Recall the Information,Hermetic Library web text,,"Samuel Scarborough, ""The Tree of Life: Filing Cabinet of the Western Mystery Tradition and Methods to Recall the Information,"" Journal of the Western Mystery Tradition / Hermetic Library.",https://hermetic.com/jwmt/v1n3/treeoflife,,,Geburah,sephirah,"Geburah, sephirah 5 on the Tree of Life in a Golden Dawn / 777-style scheme.",Iron,metal,,Geburah|Gevurah|Din|Pachad|גבורה,,metal_of,Metal,Geburah Correspondences,,0.95,sephiroth,
golden_dawn_777_starter,Golden Dawn / Crowley 777 Starter,"Starter dataset grounded in Golden Dawn style Tree of Life correspondences, Hermetic Library summaries, and a small number of clearly marked editorial rollups for practical planet lookups.",JWMT Tree,The Tree of Life: Filing Cabinet of the Western Mystery Tradition and Methods to Recall the Information,Hermetic Library web text,,"Samuel Scarborough, ""The Tree of Life: Filing Cabinet of the Western Mystery Tradition and Methods to Recall the Information,"" Journal of the Western Mystery Tradition / Hermetic Library.",https://hermetic.com/jwmt/v1n3/treeoflife,,,Geburah,sephirah,"Geburah, sephirah 5 on the Tree of Life in a Golden Dawn / 777-style scheme.",Ruby,stone,,Geburah|Gevurah|Din|Pachad|גבורה,,stone_of,Stone,Geburah Correspondences,,0.95,sephiroth,
golden_dawn_777_starter,Golden Dawn / Crowley 777 Starter,"Starter dataset grounded in Golden Dawn style Tree of Life correspondences, Hermetic Library summaries, and a small number of clearly marked editorial rollups for practical planet lookups.",JWMT Tree,The Tree of Life: Filing Cabinet of the Western Mystery Tradition and Methods to Recall the Information,Hermetic Library web text,,"Samuel Scarborough, ""The Tree of Life: Filing Cabinet of the Western Mystery Tradition and Methods to Recall the Information,"" Journal of the Western Mystery Tradition / Hermetic Library.",https://hermetic.com/jwmt/v1n3/treeoflife,,,Geburah,sephirah,"Geburah, sephirah 5 on the Tree of Life in a Golden Dawn / 777-style scheme.",Cactus,plant,,Geburah|Gevurah|Din|Pachad|גבורה,,plant_of,Plant,Geburah Correspondences,,0.9,sephiroth,
golden_dawn_777_starter,Golden Dawn / Crowley 777 Starter,"Starter dataset grounded in Golden Dawn style Tree of Life correspondences, Hermetic Library summaries, and a small number of clearly marked editorial rollups for practical planet lookups.",JWMT Tree,The Tree of Life: Filing Cabinet of the Western Mystery Tradition and Methods to Recall the Information,Hermetic Library web text,,"Samuel Scarborough, ""The Tree of Life: Filing Cabinet of the Western Mystery Tradition and Methods to Recall the Information,"" Journal of the Western Mystery Tradition / Hermetic Library.",https://hermetic.com/jwmt/v1n3/treeoflife,,,Geburah,sephirah,"Geburah, sephirah 5 on the Tree of Life in a Golden Dawn / 777-style scheme.",Pentagram,symbol,,Geburah|Gevurah|Din|Pachad|גבורה,,symbol_of,Symbol,Geburah Correspondences,Geometric symbol in the source page.,0.9,sephiroth,
golden_dawn_777_starter,Golden Dawn / Crowley 777 Starter,"Starter dataset grounded in Golden Dawn style Tree of Life correspondences, Hermetic Library summaries, and a small number of clearly marked editorial rollups for practical planet lookups.",JWMT Tree,The Tree of Life: Filing Cabinet of the Western Mystery Tradition and Methods to Recall the Information,Hermetic Library web text,,"Samuel Scarborough, ""The Tree of Life: Filing Cabinet of the Western Mystery Tradition and Methods to Recall the Information,"" Journal of the Western Mystery Tradition / Hermetic Library.",https://hermetic.com/jwmt/v1n3/treeoflife,,,Geburah,sephirah,"Geburah, sephirah 5 on the Tree of Life in a Golden Dawn / 777-style scheme.",Fives,tarot,,Geburah|Gevurah|Din|Pachad|גבורה,,tarot_attribution,Tarot,Tarot placement chart,Minor-arcana / court-card placement chart.,0.95,sephiroth,
golden_dawn_777_starter,Golden Dawn / Crowley 777 Starter,"Starter dataset grounded in Golden Dawn style Tree of Life correspondences, Hermetic Library summaries, and a small number of clearly marked editorial rollups for practical planet lookups.",JWMT Tree,The Tree of Life: Filing Cabinet of the Western Mystery Tradition and Methods to Recall the Information,Hermetic Library web text,,"Samuel Scarborough, ""The Tree of Life: Filing Cabinet of the Western Mystery Tradition and Methods to Recall the Information,"" Journal of the Western Mystery Tradition / Hermetic Library.",https://hermetic.com/jwmt/v1n3/treeoflife,,,Geburah,sephirah,"Geburah, sephirah 5 on the Tree of Life in a Golden Dawn / 777-style scheme.",Ares,deity,,Geburah|Gevurah|Din|Pachad|גבורה,,greek_deity_of,Greek Deity,Pantheon chart,,0.85,pantheons,
golden_dawn_777_starter,Golden Dawn / Crowley 777 Starter,"Starter dataset grounded in Golden Dawn style Tree of Life correspondences, Hermetic Library summaries, and a small number of clearly marked editorial rollups for practical planet lookups.",JWMT Tree,The Tree of Life: Filing Cabinet of the Western Mystery Tradition and Methods to Recall the Information,Hermetic Library web text,,"Samuel Scarborough, ""The Tree of Life: Filing Cabinet of the Western Mystery Tradition and Methods to Recall the Information,"" Journal of the Western Mystery Tradition / Hermetic Library.",https://hermetic.com/jwmt/v1n3/treeoflife,,,Geburah,sephirah,"Geburah, sephirah 5 on the Tree of Life in a Golden Dawn / 777-style scheme.",Mars,deity,,Geburah|Gevurah|Din|Pachad|גבורה,,roman_deity_of,Roman Deity,Pantheon chart,,0.85,pantheons,
golden_dawn_777_starter,Golden Dawn / Crowley 777 Starter,"Starter dataset grounded in Golden Dawn style Tree of Life correspondences, Hermetic Library summaries, and a small number of clearly marked editorial rollups for practical planet lookups.",JWMT Tree,The Tree of Life: Filing Cabinet of the Western Mystery Tradition and Methods to Recall the Information,Hermetic Library web text,,"Samuel Scarborough, ""The Tree of Life: Filing Cabinet of the Western Mystery Tradition and Methods to Recall the Information,"" Journal of the Western Mystery Tradition / Hermetic Library.",https://hermetic.com/jwmt/v1n3/treeoflife,,,Tiphareth,sephirah,"Tiphareth, sephirah 6 on the Tree of Life in a Golden Dawn / 777-style scheme.",Beauty,concept,,Tiphereth|Tiphareth|Tiferet|תפארת|תִּפְאֶרֶת,,meaning_of,Meaning,Tiphareth Correspondences,,0.95,sephiroth,
golden_dawn_777_starter,Golden Dawn / Crowley 777 Starter,"Starter dataset grounded in Golden Dawn style Tree of Life correspondences, Hermetic Library summaries, and a small number of clearly marked editorial rollups for practical planet lookups.",JWMT Tree,The Tree of Life: Filing Cabinet of the Western Mystery Tradition and Methods to Recall the Information,Hermetic Library web text,,"Samuel Scarborough, ""The Tree of Life: Filing Cabinet of the Western Mystery Tradition and Methods to Recall the Information,"" Journal of the Western Mystery Tradition / Hermetic Library.",https://hermetic.com/jwmt/v1n3/treeoflife,,,Tiphareth,sephirah,"Tiphareth, sephirah 6 on the Tree of Life in a Golden Dawn / 777-style scheme.",6,number,,Tiphereth|Tiphareth|Tiferet|תפארת|תִּפְאֶרֶת,,number_of,Number,Tiphareth Correspondences,,0.95,sephiroth,
golden_dawn_777_starter,Golden Dawn / Crowley 777 Starter,"Starter dataset grounded in Golden Dawn style Tree of Life correspondences, Hermetic Library summaries, and a small number of clearly marked editorial rollups for practical planet lookups.",JWMT Tree,The Tree of Life: Filing Cabinet of the Western Mystery Tradition and Methods to Recall the Information,Hermetic Library web text,,"Samuel Scarborough, ""The Tree of Life: Filing Cabinet of the Western Mystery Tradition and Methods to Recall the Information,"" Journal of the Western Mystery Tradition / Hermetic Library.",https://hermetic.com/jwmt/v1n3/treeoflife,,,Tiphareth,sephirah,"Tiphareth, sephirah 6 on the Tree of Life in a Golden Dawn / 777-style scheme.",Gold,color,Golden Dawn Queen Scale color.,Tiphereth|Tiphareth|Tiferet|תפארת|תִּפְאֶרֶת,,color_of,Color,Tiphareth Correspondences,,0.95,sephiroth,
golden_dawn_777_starter,Golden Dawn / Crowley 777 Starter,"Starter dataset grounded in Golden Dawn style Tree of Life correspondences, Hermetic Library summaries, and a small number of clearly marked editorial rollups for practical planet lookups.",JWMT Tree,The Tree of Life: Filing Cabinet of the Western Mystery Tradition and Methods to Recall the Information,Hermetic Library web text,,"Samuel Scarborough, ""The Tree of Life: Filing Cabinet of the Western Mystery Tradition and Methods to Recall the Information,"" Journal of the Western Mystery Tradition / Hermetic Library.",https://hermetic.com/jwmt/v1n3/treeoflife,,,Tiphareth,sephirah,"Tiphareth, sephirah 6 on the Tree of Life in a Golden Dawn / 777-style scheme.",YHVH Eloah va-Daath,divine_name,,Tiphereth|Tiphareth|Tiferet|תפארת|תִּפְאֶרֶת,,divine_name_of,Divine Name,Tiphareth Correspondences,,0.95,sephiroth,
golden_dawn_777_starter,Golden Dawn / Crowley 777 Starter,"Starter dataset grounded in Golden Dawn style Tree of Life correspondences, Hermetic Library summaries, and a small number of clearly marked editorial rollups for practical planet lookups.",JWMT Tree,The Tree of Life: Filing Cabinet of the Western Mystery Tradition and Methods to Recall the Information,Hermetic Library web text,,"Samuel Scarborough, ""The Tree of Life: Filing Cabinet of the Western Mystery Tradition and Methods to Recall the Information,"" Journal of the Western Mystery Tradition / Hermetic Library.",https://hermetic.com/jwmt/v1n3/treeoflife,,,Tiphareth,sephirah,"Tiphareth, sephirah 6 on the Tree of Life in a Golden Dawn / 777-style scheme.",Raphael,angel,,Tiphereth|Tiphareth|Tiferet|תפארת|תִּפְאֶרֶת,,archangel_of,Archangel,Tiphareth Correspondences,,0.95,sephiroth,
golden_dawn_777_starter,Golden Dawn / Crowley 777 Starter,"Starter dataset grounded in Golden Dawn style Tree of Life correspondences, Hermetic Library summaries, and a small number of clearly marked editorial rollups for practical planet lookups.",JWMT Tree,The Tree of Life: Filing Cabinet of the Western Mystery Tradition and Methods to Recall the Information,Hermetic Library web text,,"Samuel Scarborough, ""The Tree of Life: Filing Cabinet of the Western Mystery Tradition and Methods to Recall the Information,"" Journal of the Western Mystery Tradition / Hermetic Library.",https://hermetic.com/jwmt/v1n3/treeoflife,,,Tiphareth,sephirah,"Tiphareth, sephirah 6 on the Tree of Life in a Golden Dawn / 777-style scheme.",Melekim,angelic_order,,Tiphereth|Tiphareth|Tiferet|תפארת|תִּפְאֶרֶת,,angelic_choir_of,Angelic Choir,Tiphareth Correspondences,,0.95,sephiroth,
golden_dawn_777_starter,Golden Dawn / Crowley 777 Starter,"Starter dataset grounded in Golden Dawn style Tree of Life correspondences, Hermetic Library summaries, and a small number of clearly marked editorial rollups for practical planet lookups.",JWMT Tree,The Tree of Life: Filing Cabinet of the Western Mystery Tradition and Methods to Recall the Information,Hermetic Library web text,,"Samuel Scarborough, ""The Tree of Life: Filing Cabinet of the Western Mystery Tradition and Methods to Recall the Information,"" Journal of the Western Mystery Tradition / Hermetic Library.",https://hermetic.com/jwmt/v1n3/treeoflife,,,Tiphareth,sephirah,"Tiphareth, sephirah 6 on the Tree of Life in a Golden Dawn / 777-style scheme.",Kings,translation,,Tiphereth|Tiphareth|Tiferet|תפארת|תִּפְאֶרֶת,,angelic_choir_translation_of,Angelic Choir Translation,Tiphareth Correspondences,,0.9,sephiroth,
golden_dawn_777_starter,Golden Dawn / Crowley 777 Starter,"Starter dataset grounded in Golden Dawn style Tree of Life correspondences, Hermetic Library summaries, and a small number of clearly marked editorial rollups for practical planet lookups.",JWMT Tree,The Tree of Life: Filing Cabinet of the Western Mystery Tradition and Methods to Recall the Information,Hermetic Library web text,,"Samuel Scarborough, ""The Tree of Life: Filing Cabinet of the Western Mystery Tradition and Methods to Recall the Information,"" Journal of the Western Mystery Tradition / Hermetic Library.",https://hermetic.com/jwmt/v1n3/treeoflife,,,Tiphareth,sephirah,"Tiphareth, sephirah 6 on the Tree of Life in a Golden Dawn / 777-style scheme.",Frankincense,perfume,,Tiphereth|Tiphareth|Tiferet|תפארת|תִּפְאֶרֶת,,perfume_of,Perfume,Tiphareth Correspondences,Listed as scent in the source page.,0.9,sephiroth,
golden_dawn_777_starter,Golden Dawn / Crowley 777 Starter,"Starter dataset grounded in Golden Dawn style Tree of Life correspondences, Hermetic Library summaries, and a small number of clearly marked editorial rollups for practical planet lookups.",JWMT Tree,The Tree of Life: Filing Cabinet of the Western Mystery Tradition and Methods to Recall the Information,Hermetic Library web text,,"Samuel Scarborough, ""The Tree of Life: Filing Cabinet of the Western Mystery Tradition and Methods to Recall the Information,"" Journal of the Western Mystery Tradition / Hermetic Library.",https://hermetic.com/jwmt/v1n3/treeoflife,,,Tiphareth,sephirah,"Tiphareth, sephirah 6 on the Tree of Life in a Golden Dawn / 777-style scheme.",Sol,planet,,Tiphereth|Tiphareth|Tiferet|תפארת|תִּפְאֶרֶת,,planetary_attribution,Planet,Tiphareth Correspondences,,0.95,sephiroth,
golden_dawn_777_starter,Golden Dawn / Crowley 777 Starter,"Starter dataset grounded in Golden Dawn style Tree of Life correspondences, Hermetic Library summaries, and a small number of clearly marked editorial rollups for practical planet lookups.",JWMT Tree,The Tree of Life: Filing Cabinet of the Western Mystery Tradition and Methods to Recall the Information,Hermetic Library web text,,"Samuel Scarborough, ""The Tree of Life: Filing Cabinet of the Western Mystery Tradition and Methods to Recall the Information,"" Journal of the Western Mystery Tradition / Hermetic Library.",https://hermetic.com/jwmt/v1n3/treeoflife,,,Tiphareth,sephirah,"Tiphareth, sephirah 6 on the Tree of Life in a Golden Dawn / 777-style scheme.",Gold,metal,,Tiphereth|Tiphareth|Tiferet|תפארת|תִּפְאֶרֶת,,metal_of,Metal,Tiphareth Correspondences,,0.95,sephiroth,
golden_dawn_777_starter,Golden Dawn / Crowley 777 Starter,"Starter dataset grounded in Golden Dawn style Tree of Life correspondences, Hermetic Library summaries, and a small number of clearly marked editorial rollups for practical planet lookups.",JWMT Tree,The Tree of Life: Filing Cabinet of the Western Mystery Tradition and Methods to Recall the Information,Hermetic Library web text,,"Samuel Scarborough, ""The Tree of Life: Filing Cabinet of the Western Mystery Tradition and Methods to Recall the Information,"" Journal of the Western Mystery Tradition / Hermetic Library.",https://hermetic.com/jwmt/v1n3/treeoflife,,,Tiphareth,sephirah,"Tiphareth, sephirah 6 on the Tree of Life in a Golden Dawn / 777-style scheme.",Topaz,stone,,Tiphereth|Tiphareth|Tiferet|תפארת|תִּפְאֶרֶת,,stone_of,Stone,Tiphareth Correspondences,,0.95,sephiroth,
golden_dawn_777_starter,Golden Dawn / Crowley 777 Starter,"Starter dataset grounded in Golden Dawn style Tree of Life correspondences, Hermetic Library summaries, and a small number of clearly marked editorial rollups for practical planet lookups.",JWMT Tree,The Tree of Life: Filing Cabinet of the Western Mystery Tradition and Methods to Recall the Information,Hermetic Library web text,,"Samuel Scarborough, ""The Tree of Life: Filing Cabinet of the Western Mystery Tradition and Methods to Recall the Information,"" Journal of the Western Mystery Tradition / Hermetic Library.",https://hermetic.com/jwmt/v1n3/treeoflife,,,Tiphareth,sephirah,"Tiphareth, sephirah 6 on the Tree of Life in a Golden Dawn / 777-style scheme.",Sunflower,plant,,Tiphereth|Tiphareth|Tiferet|תפארת|תִּפְאֶרֶת,,plant_of,Plant,Tiphareth Correspondences,,0.9,sephiroth,
golden_dawn_777_starter,Golden Dawn / Crowley 777 Starter,"Starter dataset grounded in Golden Dawn style Tree of Life correspondences, Hermetic Library summaries, and a small number of clearly marked editorial rollups for practical planet lookups.",JWMT Tree,The Tree of Life: Filing Cabinet of the Western Mystery Tradition and Methods to Recall the Information,Hermetic Library web text,,"Samuel Scarborough, ""The Tree of Life: Filing Cabinet of the Western Mystery Tradition and Methods to Recall the Information,"" Journal of the Western Mystery Tradition / Hermetic Library.",https://hermetic.com/jwmt/v1n3/treeoflife,,,Tiphareth,sephirah,"Tiphareth, sephirah 6 on the Tree of Life in a Golden Dawn / 777-style scheme.",Princes (Knights) & Sixes,tarot,,Tiphereth|Tiphareth|Tiferet|תפארת|תִּפְאֶרֶת,,tarot_attribution,Tarot,Tarot placement chart,Minor-arcana / court-card placement chart.,0.95,sephiroth,
golden_dawn_777_starter,Golden Dawn / Crowley 777 Starter,"Starter dataset grounded in Golden Dawn style Tree of Life correspondences, Hermetic Library summaries, and a small number of clearly marked editorial rollups for practical planet lookups.",JWMT Tree,The Tree of Life: Filing Cabinet of the Western Mystery Tradition and Methods to Recall the Information,Hermetic Library web text,,"Samuel Scarborough, ""The Tree of Life: Filing Cabinet of the Western Mystery Tradition and Methods to Recall the Information,"" Journal of the Western Mystery Tradition / Hermetic Library.",https://hermetic.com/jwmt/v1n3/treeoflife,,,Tiphareth,sephirah,"Tiphareth, sephirah 6 on the Tree of Life in a Golden Dawn / 777-style scheme.",Apollo,deity,,Tiphereth|Tiphareth|Tiferet|תפארת|תִּפְאֶרֶת,,greek_deity_of,Greek Deity,Pantheon chart,,0.85,pantheons,
golden_dawn_777_starter,Golden Dawn / Crowley 777 Starter,"Starter dataset grounded in Golden Dawn style Tree of Life correspondences, Hermetic Library summaries, and a small number of clearly marked editorial rollups for practical planet lookups.",JWMT Tree,The Tree of Life: Filing Cabinet of the Western Mystery Tradition and Methods to Recall the Information,Hermetic Library web text,,"Samuel Scarborough, ""The Tree of Life: Filing Cabinet of the Western Mystery Tradition and Methods to Recall the Information,"" Journal of the Western Mystery Tradition / Hermetic Library.",https://hermetic.com/jwmt/v1n3/treeoflife,,,Tiphareth,sephirah,"Tiphareth, sephirah 6 on the Tree of Life in a Golden Dawn / 777-style scheme.",Helios,deity,,Tiphereth|Tiphareth|Tiferet|תפארת|תִּפְאֶרֶת,,roman_deity_of,Roman Deity,Pantheon chart,,0.85,pantheons,
golden_dawn_777_starter,Golden Dawn / Crowley 777 Starter,"Starter dataset grounded in Golden Dawn style Tree of Life correspondences, Hermetic Library summaries, and a small number of clearly marked editorial rollups for practical planet lookups.",JWMT Tree,The Tree of Life: Filing Cabinet of the Western Mystery Tradition and Methods to Recall the Information,Hermetic Library web text,,"Samuel Scarborough, ""The Tree of Life: Filing Cabinet of the Western Mystery Tradition and Methods to Recall the Information,"" Journal of the Western Mystery Tradition / Hermetic Library.",https://hermetic.com/jwmt/v1n3/treeoflife,,,Netzach,sephirah,"Netzach, sephirah 7 on the Tree of Life in a Golden Dawn / 777-style scheme.",Victory,concept,,Netzach|נצח,,meaning_of,Meaning,Netzach Correspondences,,0.95,sephiroth,
golden_dawn_777_starter,Golden Dawn / Crowley 777 Starter,"Starter dataset grounded in Golden Dawn style Tree of Life correspondences, Hermetic Library summaries, and a small number of clearly marked editorial rollups for practical planet lookups.",JWMT Tree,The Tree of Life: Filing Cabinet of the Western Mystery Tradition and Methods to Recall the Information,Hermetic Library web text,,"Samuel Scarborough, ""The Tree of Life: Filing Cabinet of the Western Mystery Tradition and Methods to Recall the Information,"" Journal of the Western Mystery Tradition / Hermetic Library.",https://hermetic.com/jwmt/v1n3/treeoflife,,,Netzach,sephirah,"Netzach, sephirah 7 on the Tree of Life in a Golden Dawn / 777-style scheme.",7,number,,Netzach|נצח,,number_of,Number,Netzach Correspondences,,0.95,sephiroth,
golden_dawn_777_starter,Golden Dawn / Crowley 777 Starter,"Starter dataset grounded in Golden Dawn style Tree of Life correspondences, Hermetic Library summaries, and a small number of clearly marked editorial rollups for practical planet lookups.",JWMT Tree,The Tree of Life: Filing Cabinet of the Western Mystery Tradition and Methods to Recall the Information,Hermetic Library web text,,"Samuel Scarborough, ""The Tree of Life: Filing Cabinet of the Western Mystery Tradition and Methods to Recall the Information,"" Journal of the Western Mystery Tradition / Hermetic Library.",https://hermetic.com/jwmt/v1n3/treeoflife,,,Netzach,sephirah,"Netzach, sephirah 7 on the Tree of Life in a Golden Dawn / 777-style scheme.",Emerald Green,color,Golden Dawn Queen Scale color.,Netzach|נצח,,color_of,Color,Netzach Correspondences,,0.95,sephiroth,
